,bow_ngram_1_maxfeature_500,bow_ngram_2_maxfeature_500,bow_ngram_3_maxfeature_500,bow_ngram_1_maxfeature_1000,bow_ngram_2_maxfeature_1000,bow_ngram_3_maxfeature_1000,bow_ngram_1_maxfeature_1500,bow_ngram_2_maxfeature_1500,bow_ngram_3_maxfeature_1500,bow_ngram_1_maxfeature_2000,bow_ngram_2_maxfeature_2000,bow_ngram_3_maxfeature_2000,tfidf_ngram_1_maxfeature_500,tfidf_ngram_2_maxfeature_500,tfidf_ngram_3_maxfeature_500,tfidf_ngram_1_maxfeature_1000,tfidf_ngram_2_maxfeature_1000,tfidf_ngram_3_maxfeature_1000,tfidf_ngram_1_maxfeature_1500,tfidf_ngram_2_maxfeature_1500,tfidf_ngram_3_maxfeature_1500,tfidf_ngram_1_maxfeature_2000,tfidf_ngram_2_maxfeature_2000,tfidf_ngram_3_maxfeature_2000
perplexity,373.81716985316035,385.45820922553014,385.45820922553014,720.8071037753938,736.7604909295469,718.6608990895302,1101.186857972904,1051.6543543144537,1060.9731501994884,1457.8819009253323,1391.01721317236,1406.972819027081,4990.561787819384,4833.7750638354355,4833.7750638354355,23287.162635219374,19766.898680852388,18810.024027664807,37753.25275964815,34461.16474206647,74520.94262949772,54706.176562383676,68711.5818013752,63625.416080934345
js_divergence,0.6325553945306714,0.6124360729805076,0.6124360729805076,0.6348107665893716,0.6132643005899616,0.6362717981606192,0.6171378510466409,0.638180067052971,0.6346165558913637,0.5930549690694759,0.6305076965981153,0.6182992260349288,0.4823548948923222,0.5041673349252026,0.5041673349252026,0.5145789786623637,0.5227091777081013,0.5015952123495733,0.48489646154481447,0.4333328607012057,0.5354774608837349,0.3965023855075351,0.44908658784708416,0.45212414483502295
purity_score,0.9142857142857143,0.6952380952380952,0.6952380952380952,0.9333333333333333,0.8285714285714286,0.9285714285714286,0.7238095238095238,0.9523809523809523,0.919047619047619,0.5714285714285714,0.9428571428571428,0.7857142857142857,0.6714285714285714,0.7571428571428571,0.7571428571428571,0.719047619047619,0.819047619047619,0.7142857142857143,0.6047619047619047,0.6333333333333333,0.7761904761904762,0.47619047619047616,0.5666666666666667,0.6333333333333333
topic_coherence,-0.9851195845654319,-0.857909414241503,-0.857909414241503,-0.9347136564065931,-0.9357793147686753,-0.9474748751128359,-0.8912660030497331,-0.9446430868012339,-0.9227096870784276,-0.9338672830056174,-0.9034757765937556,-0.980139547603,-1.399759891790262,-1.413919094397235,-1.413919094397235,-1.2713705599361749,-1.3769271055175973,-1.548545048973433,-1.7108046602570588,-1.5904568301986783,-1.1402354587252206,-1.6069890095559949,-1.6940908119080178,-1.7511539926410353
